# filename, bb_left, bb_top, bb_right, bb_bottom, white_bg, orientation
8965.jpg,14,63,287,181,0,right_back
8968.jpg,25,68,618,365,0,right_front
8969.jpg,75,130,702,396,0,left_front
8970.jpg,22,29,498,204,0,unspecified
8971.jpg,31,89,296,187,0,right
8972.jpg,86,194,570,426,0,right_back
8973.jpg,37,57,392,294,0,front
8974.jpg,48,36,576,469,0,back
8975.jpg,90,31,922,699,0,front
8978.jpg,18,56,223,142,1,right_back
8979.jpg,69,59,736,415,0,left_back
8982.jpg,57,139,537,364,0,left
8983.jpg,226,220,926,543,0,left_front
8984.jpg,249,129,699,394,0,left_front
8987.jpg,48,24,441,202,0,left_back
8989.jpg,7,69,250,176,0,right_front
8990.jpg,48,10,197,112,1,right_front
8991.jpg,193,196,1372,1075,0,unspecified
8992.jpg,115,34,733,555,0,back
8994.jpg,151,97,842,537,0,front
8996.jpg,37,109,692,363,0,left
8998.jpg,116,105,948,650,0,right_front
8999.jpg,143,229,971,598,0,left_front
9003.jpg,189,64,1363,883,0,left_front
9004.jpg,46,76,562,265,0,left_front
9005.jpg,32,70,370,287,0,right_front
9007.jpg,18,89,626,416,0,right_front
9008.jpg,57,108,551,400,0,left_front
9011.jpg,23,27,555,326,0,right_front
9012.jpg,32,178,597,397,0,unspecified
9014.jpg,41,26,842,262,0,left
9015.jpg,26,118,445,306,0,right_front
9017.jpg,25,64,255,138,0,left
9018.jpg,127,61,597,344,0,right_front
9019.jpg,83,106,732,434,0,left_front
9020.jpg,37,126,963,734,0,left_front
9021.jpg,133,165,769,535,0,unspecified
9024.jpg,78,21,521,283,0,unspecified
9025.jpg,128,250,899,571,0,right_back
9026.jpg,79,64,281,190,0,left_front
9028.jpg,10,25,310,221,1,left_front
9029.jpg,394,379,1624,1033,0,right_back
9030.jpg,9,34,253,157,0,unspecified
9032.jpg,108,62,391,327,0,front
9033.jpg,59,106,581,309,0,left
9038.jpg,11,84,253,182,0,left
9040.jpg,79,75,585,355,0,left_front
9041.jpg,214,382,1459,1117,0,right_front
9042.jpg,36,13,611,302,0,right_front
9043.jpg,43,96,561,359,0,right_front
9045.jpg,22,22,255,172,0,back
9046.jpg,15,86,294,214,0,right_front
9047.jpg,128,82,1952,1395,0,right_front
9048.jpg,61,189,976,656,0,right_front
9049.jpg,45,203,982,564,1,left_back
9050.jpg,39,100,479,317,0,left_front
9053.jpg,58,72,763,529,0,left_front
9055.jpg,140,114,1335,917,0,left_back
9056.jpg,42,111,777,562,0,right_front
9057.jpg,482,134,1382,739,0,left_front
9058.jpg,39,84,994,656,0,right_back
9060.jpg,219,213,1156,543,0,right
9061.jpg,81,96,556,385,0,right_back
9062.jpg,10,13,247,182,0,left_front
9063.jpg,110,31,833,422,0,unspecified
9066.jpg,37,74,756,356,0,left_front
9068.jpg,34,88,750,540,0,right_front
9069.jpg,71,144,1101,712,0,left_front
9071.jpg,25,67,619,432,0,left_front
9073.jpg,34,52,442,319,0,left_front
9075.jpg,115,63,817,324,0,right_front
9076.jpg,127,99,521,366,0,right_front
9077.jpg,24,50,258,171,0,right_front
9079.jpg,105,78,1330,817,0,right_front
9080.jpg,70,116,465,308,0,right_front
9081.jpg,28,21,105,79,0,unspecified
9082.jpg,27,87,623,402,0,unspecified
9083.jpg,23,78,383,254,0,unspecified
9084.jpg,199,184,1116,809,0,right_front
9085.jpg,33,57,608,429,0,right_front
9086.jpg,44,103,596,376,0,unspecified
9087.jpg,58,46,454,393,0,front
9088.jpg,30,34,232,157,0,left_front
9089.jpg,21,105,619,372,0,right_front
9090.jpg,187,133,1504,891,0,unspecified
9091.jpg,157,172,693,441,0,unspecified
9093.jpg,150,33,1729,1008,0,unspecified
9094.jpg,9,88,340,241,0,left_front
9096.jpg,27,20,288,198,0,left_front
9097.jpg,108,68,693,304,0,unspecified
9100.jpg,25,112,579,289,1,left
9101.jpg,12,34,423,239,0,right_back
9104.jpg,351,286,3753,2243,0,left_front
9106.jpg,277,454,1504,1069,0,right_back
9107.jpg,33,139,659,390,1,unspecified
9108.jpg,28,89,452,345,0,right_front
9109.jpg,86,160,1549,1090,0,right_back
9111.jpg,52,59,438,288,0,unspecified
9115.jpg,127,627,1993,1308,0,right_back
9118.jpg,81,258,717,465,0,right
9119.jpg,68,191,946,646,0,right_front
9120.jpg,51,151,732,430,0,left
9121.jpg,49,40,591,369,0,left_front
9122.jpg,22,47,278,213,0,left
9124.jpg,12,33,438,241,0,left_front
9125.jpg,45,37,566,304,0,right_front
9127.jpg,11,136,392,254,0,right_front
9128.jpg,21,35,361,212,0,left_front
9129.jpg,70,57,429,267,0,right_front
9130.jpg,196,172,1396,890,0,unspecified
9131.jpg,15,57,528,299,0,left_front
9133.jpg,24,187,586,483,0,right_back
9136.jpg,128,272,1150,785,0,left_back
9138.jpg,91,99,529,381,0,left_back
9141.jpg,170,198,1084,843,0,left_front
9142.jpg,155,73,489,238,0,front
9144.jpg,14,35,261,169,0,left_front
9145.jpg,54,16,569,332,0,left_front
9150.jpg,578,169,1427,925,0,front
9151.jpg,70,260,1003,627,0,right
9152.jpg,31,124,414,279,0,right
9153.jpg,199,192,908,617,0,left_back
9154.jpg,9,14,262,189,1,left_front
9155.jpg,78,31,435,329,0,front
9156.jpg,224,197,1833,1364,0,front
9157.jpg,30,69,523,354,0,back
9158.jpg,114,117,524,360,0,left_front
9159.jpg,65,85,602,419,0,right_front
9160.jpg,108,65,624,414,0,unspecified
9161.jpg,50,42,605,438,0,right_front
9162.jpg,157,59,838,485,0,front
9163.jpg,48,49,596,450,0,front
9164.jpg,72,210,978,665,0,right_front
9165.jpg,39,124,577,319,0,unspecified
9166.jpg,77,81,561,392,0,right_front
9167.jpg,16,105,279,266,0,right_front
9168.jpg,29,78,607,272,0,right
9169.jpg,39,120,558,429,0,right_front
9170.jpg,30,34,411,182,1,left_front
9171.jpg,108,228,558,415,0,unspecified
9174.jpg,51,49,247,163,0,front
9175.jpg,68,48,235,162,0,front
9176.jpg,18,86,613,355,0,right_front
9178.jpg,57,71,710,501,0,left_front
9180.jpg,47,34,595,326,0,right_front
9181.jpg,48,274,771,555,0,right_front
9184.jpg,57,124,558,381,0,left_front
9186.jpg,39,96,760,538,0,right_front
9187.jpg,42,55,264,152,0,left_front
9189.jpg,32,109,575,267,0,right
9191.jpg,176,118,486,313,0,unspecified
9192.jpg,32,48,272,196,0,right_back
9195.jpg,206,173,805,478,0,left_front
9196.jpg,395,414,2378,1721,0,right_front
9197.jpg,38,60,291,220,0,right_front
9198.jpg,32,135,466,266,0,left
9199.jpg,57,25,579,433,0,front
9200.jpg,30,23,390,256,0,left_front
9202.jpg,64,106,399,307,0,right_front
9203.jpg,65,182,616,383,0,right
9204.jpg,69,192,876,531,0,right
9207.jpg,16,94,768,513,0,left_front
9210.jpg,27,17,249,189,0,back
9211.jpg,63,106,454,299,0,left_front
9213.jpg,50,107,458,299,0,right_front
9217.jpg,28,33,285,177,0,left_back
9218.jpg,163,237,1061,737,0,unspecified
9219.jpg,68,169,712,401,0,right
9221.jpg,11,29,294,185,0,right_front
9222.jpg,25,125,620,349,0,unspecified
9223.jpg,70,193,762,445,0,unspecified
9224.jpg,75,260,923,593,0,unspecified
9225.jpg,16,40,464,244,0,unspecified
9226.jpg,147,180,1486,1011,0,left_front
9227.jpg,12,48,230,157,0,right_front
9228.jpg,58,94,467,278,0,left_back
9230.jpg,22,278,625,445,0,right
9231.jpg,78,95,999,667,0,right_front
9232.jpg,13,34,235,184,0,left_front
9233.jpg,18,115,445,334,0,left_front
9239.jpg,30,78,611,403,1,left_front
9240.jpg,37,97,265,182,0,left
9241.jpg,80,31,667,264,1,left
9243.jpg,52,289,751,505,0,right
9245.jpg,49,83,1073,765,0,right_front
9246.jpg,45,59,284,161,0,right_front
9247.jpg,71,96,590,393,0,unspecified
9249.jpg,64,281,819,694,0,unspecified
9251.jpg,19,123,618,354,0,right_front
9252.jpg,23,21,235,176,0,left_front
9253.jpg,103,292,1495,845,0,left_front
9256.jpg,25,124,552,308,0,right
9257.jpg,43,70,584,321,0,unspecified
9258.jpg,100,97,429,314,0,right_front
9260.jpg,63,81,590,410,0,right_front
9261.jpg,31,11,248,179,0,front
9263.jpg,23,60,597,349,0,unspecified
9266.jpg,86,33,513,403,0,front
9267.jpg,71,126,581,413,0,left_front
9268.jpg,113,54,634,470,0,unspecified
9270.jpg,100,55,403,271,0,unspecified
9271.jpg,27,115,667,404,0,right_front
9275.jpg,102,28,508,365,0,back
9276.jpg,29,116,464,311,0,left_front
9277.jpg,21,66,409,226,0,right_back
9279.jpg,24,41,270,158,0,unspecified
9281.jpg,83,59,416,320,0,back
9282.jpg,52,39,250,122,1,left_front
9283.jpg,68,126,585,399,0,unspecified
9284.jpg,41,75,464,266,0,right_front
9285.jpg,135,43,663,571,0,back
9286.jpg,47,59,585,383,0,left_front
9288.jpg,20,47,291,212,0,left_front
9289.jpg,25,37,275,189,0,back
9290.jpg,62,226,1189,841,0,right_front
9293.jpg,19,25,386,242,0,left
9294.jpg,78,134,1189,772,0,not_a_car
9295.jpg,107,91,756,501,0,left_back
9296.jpg,17,80,735,492,0,left_front
9297.jpg,8,28,279,201,0,left_front
9299.jpg,29,91,482,454,0,front
9300.jpg,139,112,1090,706,0,left_front
9302.jpg,48,137,343,276,0,left_front
9303.jpg,47,31,340,219,0,right_front
9306.jpg,35,160,509,361,0,right_front
9308.jpg,26,92,604,291,0,left
9311.jpg,21,76,532,355,0,right_front
9313.jpg,111,66,984,800,0,left_front
9314.jpg,53,265,769,475,0,left
9316.jpg,14,52,252,149,0,unspecified
9317.jpg,67,102,567,357,0,left_front
9319.jpg,25,48,294,142,0,left
9320.jpg,7,24,287,232,0,left_front
9321.jpg,74,157,504,398,0,right_front
9322.jpg,126,69,402,309,0,back
9324.jpg,19,52,261,150,1,left_front
9325.jpg,112,298,1609,1003,0,right_front
9326.jpg,47,49,321,202,0,right_front
9329.jpg,135,120,869,619,0,left_front
9332.jpg,104,155,459,322,0,left_back
9334.jpg,76,87,388,244,0,left_front
9336.jpg,113,133,578,375,0,unspecified
9337.jpg,30,101,445,261,0,left
9338.jpg,103,205,1330,928,0,right_front
9340.jpg,41,140,591,356,0,left
9342.jpg,34,93,620,350,0,right_back
9343.jpg,62,79,620,455,0,left_front
9344.jpg,55,22,685,433,0,left_back
9345.jpg,17,74,624,425,0,left_front
9346.jpg,242,250,860,643,0,right_front
9347.jpg,124,81,768,535,0,unspecified
9348.jpg,177,266,943,748,0,left_back
9349.jpg,73,452,2478,1508,0,left_front
9350.jpg,14,120,281,216,0,left
9351.jpg,40,39,703,415,0,left_front
9353.jpg,65,17,424,202,0,left_front
9354.jpg,56,69,558,354,0,left_front
9355.jpg,29,129,597,364,0,unspecified
9356.jpg,31,12,421,209,1,left_front
9357.jpg,20,35,406,236,0,right_front
9358.jpg,91,129,533,399,0,right_front
9359.jpg,167,85,580,307,0,right_front
9360.jpg,59,115,378,249,1,left_front
9361.jpg,89,42,461,288,0,right_front
9362.jpg,46,69,603,411,0,right_front
9363.jpg,46,69,583,363,0,right_front
9364.jpg,49,203,992,692,0,left_front
9365.jpg,32,93,250,184,0,left_front
9366.jpg,33,38,250,167,0,left_front
9367.jpg,15,48,274,187,0,right_front
9368.jpg,39,116,353,250,0,right_front
9369.jpg,91,282,956,642,0,right_front
9371.jpg,9,11,290,200,0,left_front
9372.jpg,355,323,1316,897,0,unspecified
9373.jpg,50,48,591,384,0,left_back
9374.jpg,32,86,609,304,0,right
9378.jpg,9,32,253,161,0,right_front
9380.jpg,114,107,561,407,0,left_front
9381.jpg,110,83,590,370,0,right_front
9382.jpg,59,107,575,398,0,left_front
9384.jpg,60,144,778,463,0,right_front
9385.jpg,26,23,615,459,0,right_back
9386.jpg,37,169,587,413,0,unspecified
9387.jpg,37,139,656,470,0,left_front
9389.jpg,80,110,980,677,0,right_front
9392.jpg,80,191,948,623,0,back
9395.jpg,17,43,250,159,0,right_back
9397.jpg,51,120,683,378,0,right_front
9398.jpg,52,122,750,429,0,left_front
9400.jpg,17,25,282,153,0,left_front
9401.jpg,15,102,411,291,0,left_front
9403.jpg,80,165,543,405,0,right_front
9404.jpg,44,62,589,415,0,left_front
9407.jpg,44,196,603,410,0,unspecified
9408.jpg,19,54,246,170,0,right_front
9409.jpg,32,136,843,490,0,left
9411.jpg,20,29,583,270,0,left_front
9412.jpg,32,60,207,157,0,left_back
9413.jpg,263,598,2349,1638,0,right_front
9414.jpg,61,137,596,443,0,left_front
9418.jpg,54,75,408,274,0,left_front
9419.jpg,29,141,597,450,0,left_front
9420.jpg,60,111,760,520,0,left_front
9421.jpg,63,51,571,320,0,left_front
9422.jpg,33,35,502,275,0,right_front
9424.jpg,23,11,307,225,0,left_front
9425.jpg,117,31,516,415,0,front
9426.jpg,150,109,605,407,0,left_front
9427.jpg,73,211,1534,988,0,left_front
9429.jpg,24,41,277,198,0,left_front
9430.jpg,23,32,218,159,0,left_front
9431.jpg,16,24,248,188,0,left_front
9432.jpg,17,58,241,151,0,right
9433.jpg,39,89,457,334,0,right_front
9435.jpg,13,95,462,279,0,right_front
9436.jpg,39,76,969,593,0,left_back
9438.jpg,41,39,602,456,0,back
9439.jpg,108,50,535,385,1,back
9440.jpg,31,66,525,261,0,right_front
9441.jpg,43,181,471,329,0,left
9442.jpg,95,57,681,360,0,left_back
9443.jpg,41,60,226,165,0,right_front
9444.jpg,16,41,399,300,0,left_front
9446.jpg,16,52,386,252,0,right_front
9447.jpg,103,134,905,551,0,left_back
9448.jpg,51,44,506,263,0,left
9449.jpg,27,52,253,151,0,right
9450.jpg,39,24,498,242,0,right_front
9452.jpg,42,207,760,469,0,left_back
9453.jpg,41,71,554,458,0,right_back
9454.jpg,24,46,290,188,0,left_front
9456.jpg,9,25,291,163,1,left_front
9457.jpg,54,81,728,422,0,unspecified
9458.jpg,31,90,613,360,0,left_front
9459.jpg,99,158,825,585,0,right_front
9460.jpg,11,8,110,68,1,left_front
9461.jpg,184,261,1164,703,0,left_front
9463.jpg,58,44,250,180,0,front
9464.jpg,51,115,606,399,0,left_front
9467.jpg,47,57,612,353,0,left_front
9468.jpg,347,476,4243,2904,0,right_front
9470.jpg,14,90,490,320,0,left_back
9471.jpg,19,54,383,253,0,left_front
9472.jpg,17,158,779,462,0,left_front
9473.jpg,40,128,594,352,0,left_front
9475.jpg,52,96,754,498,0,left_front
9476.jpg,297,191,1758,1043,0,left_front
9479.jpg,16,132,768,574,0,left_front
9480.jpg,47,72,444,317,0,right_front
9481.jpg,29,34,203,158,0,left_front
9482.jpg,126,118,768,538,0,right_front
9483.jpg,63,81,771,552,0,right_front
9484.jpg,120,130,475,312,0,left_back
9486.jpg,102,150,659,414,0,left_front
9489.jpg,17,20,265,162,0,right_back
9491.jpg,53,140,570,338,0,right_front
9494.jpg,38,105,754,457,0,right_front
9495.jpg,9,17,281,172,0,left_front
9496.jpg,20,140,599,351,0,left
9497.jpg,35,63,464,331,0,left_front
9498.jpg,164,95,506,343,0,front
9500.jpg,37,61,487,342,0,left_front
9504.jpg,16,50,237,163,0,left_front
9505.jpg,50,64,584,364,0,right_back
9507.jpg,61,68,488,294,0,left_front
9508.jpg,27,55,376,284,0,right_front
9512.jpg,45,59,585,449,0,front
9515.jpg,83,80,508,321,0,left_front
9517.jpg,49,30,417,278,0,left_front
9519.jpg,92,122,666,457,0,right_front
9521.jpg,126,72,666,471,0,front
9522.jpg,26,78,605,452,0,right_front
9524.jpg,427,397,1669,982,0,left_front
9526.jpg,78,88,747,466,0,right_front
9528.jpg,95,244,1561,1041,0,left_front
9529.jpg,42,189,739,472,0,unspecified
9530.jpg,133,169,967,647,0,right_front
9531.jpg,20,18,619,260,0,left_front
9532.jpg,26,63,362,233,0,front
9533.jpg,78,104,719,507,0,right_back
9534.jpg,62,81,257,185,0,right_front
9535.jpg,24,53,247,133,0,left
9537.jpg,51,91,530,316,0,right_back
9538.jpg,32,74,613,424,0,right_front
9539.jpg,53,71,563,407,0,right_front
9540.jpg,19,115,627,330,0,left
9541.jpg,47,63,380,256,1,right_front
9542.jpg,72,284,1145,738,0,right_front
9544.jpg,84,79,668,313,0,right_back
9545.jpg,28,64,452,280,0,right_front
9546.jpg,38,3,229,95,0,unspecified
9548.jpg,37,49,773,325,1,right
9549.jpg,33,20,201,106,0,right_front
9550.jpg,67,97,496,272,0,left_front
9552.jpg,32,93,615,390,0,left_front
9553.jpg,233,327,1141,713,0,left_back
9554.jpg,74,115,601,399,0,right_front
9555.jpg,18,59,444,292,0,left_front
9556.jpg,51,157,994,606,0,left_front
9557.jpg,24,47,239,160,0,right_front
9558.jpg,131,261,1071,733,0,right_front
9560.jpg,45,241,990,556,0,right
9561.jpg,14,29,213,105,0,left
9563.jpg,16,56,258,173,0,left_front
9564.jpg,67,71,713,451,0,right_back
9567.jpg,240,46,740,302,0,left_front
9568.jpg,25,35,581,387,0,right_front
9569.jpg,24,38,276,179,0,right_front
9570.jpg,40,65,774,494,0,right_back
9571.jpg,79,259,924,699,0,unspecified
9572.jpg,15,28,251,181,0,left_front
9574.jpg,35,66,573,420,0,right_front
9575.jpg,128,185,901,623,0,left_front
9577.jpg,44,15,234,175,0,front
9578.jpg,79,163,539,393,0,right_front
9579.jpg,51,112,976,667,0,left_front
9581.jpg,9,27,187,120,1,right_front
9582.jpg,34,89,402,261,0,unspecified
9583.jpg,78,59,557,402,0,left_front
9584.jpg,14,44,250,169,0,right_front
9585.jpg,57,53,293,236,0,left_back
9586.jpg,91,45,721,538,0,front
9587.jpg,85,174,967,654,0,right_front
9588.jpg,90,65,878,403,0,right_front
9592.jpg,85,51,397,206,0,right_back
9593.jpg,84,100,508,335,0,right_front
9594.jpg,109,63,488,350,0,front
9595.jpg,43,154,551,323,0,unspecified
9596.jpg,22,91,287,185,0,left
9597.jpg,14,67,612,443,0,right_front
9601.jpg,89,71,606,464,0,left_front
9602.jpg,37,186,1235,884,0,left_back
9604.jpg,15,27,480,344,0,left_front
9605.jpg,52,83,564,375,0,right_back
9606.jpg,13,46,321,194,0,left_front
9607.jpg,39,68,579,402,0,right_front
9608.jpg,87,207,567,446,0,right_front
9610.jpg,57,128,524,336,0,right_front
9611.jpg,39,44,231,153,0,left_back
9612.jpg,48,120,589,371,0,unspecified
9614.jpg,47,180,940,680,0,unspecified
9615.jpg,151,114,689,349,0,left_front
9617.jpg,246,339,1215,788,0,left_front
9619.jpg,47,82,614,378,0,unspecified
9620.jpg,190,780,3349,1956,0,left
9621.jpg,46,12,260,170,0,front
9622.jpg,29,35,560,358,0,right_front
9624.jpg,91,61,543,408,0,front
9625.jpg,151,337,1315,1063,0,left_front
9629.jpg,21,77,590,339,0,left_front
9630.jpg,35,120,605,413,0,left_back
9631.jpg,35,147,665,360,0,right
9632.jpg,41,60,216,158,0,left_front
9634.jpg,48,55,744,559,0,unspecified
9635.jpg,366,327,2257,1427,0,right_front
9636.jpg,35,54,595,415,0,left_front
9638.jpg,47,72,556,371,0,right_front
9639.jpg,179,121,488,406,1,back
9640.jpg,19,41,249,115,0,left
9641.jpg,30,73,619,401,0,left_front
9642.jpg,63,46,742,328,1,unspecified
9643.jpg,207,111,836,430,0,left_front
9644.jpg,12,23,246,159,0,left_front
9645.jpg,50,93,696,403,0,left_front
9646.jpg,30,29,216,150,0,left_front
9647.jpg,12,35,278,183,0,left_front
9648.jpg,26,130,681,441,0,left_front
9649.jpg,6,40,250,157,0,left_front
9650.jpg,4,9,98,76,0,left_front
9651.jpg,94,94,2407,1422,0,left_back
9653.jpg,70,54,387,191,1,left_front
9654.jpg,22,45,414,270,0,right_front
9655.jpg,27,62,594,239,0,right
9656.jpg,41,130,564,336,0,unspecified
9657.jpg,133,190,1788,951,0,right_back
9658.jpg,62,150,543,339,0,right_front
9659.jpg,51,52,344,265,0,front
9660.jpg,244,433,1321,1075,0,right_front
9662.jpg,166,103,1402,1114,0,front
9663.jpg,70,249,953,590,0,left
9664.jpg,18,13,343,283,1,front
9665.jpg,54,89,494,307,0,right_front
9666.jpg,76,136,1546,988,0,left_back
9667.jpg,79,95,578,428,0,right_front
9668.jpg,35,32,238,163,0,right_front
9669.jpg,24,76,442,322,0,left_front
9670.jpg,78,34,585,404,0,right_front
9671.jpg,112,25,698,504,0,front
9675.jpg,6,32,294,170,0,left_front
9676.jpg,67,102,597,393,0,right_front
9677.jpg,27,101,619,435,0,right_back
9678.jpg,78,105,498,255,0,right_front
9679.jpg,14,28,225,150,0,right_back
9680.jpg,42,147,600,325,1,right
9681.jpg,22,206,514,363,0,right
9682.jpg,35,75,614,392,0,right_front
9683.jpg,13,122,480,286,0,unspecified
9684.jpg,70,52,503,266,0,left_back
9685.jpg,65,73,504,316,0,left_front
9686.jpg,20,21,409,278,0,right_front
9688.jpg,8,21,247,170,0,right_front
9689.jpg,29,35,236,167,0,left_front
9690.jpg,25,140,615,336,0,right
9691.jpg,28,27,277,155,0,left_front
9693.jpg,47,18,259,156,0,right_front
9695.jpg,76,290,1218,697,0,left
9696.jpg,20,195,734,439,0,left
9698.jpg,58,100,1333,814,0,left_back
9700.jpg,177,382,1465,872,0,right
9701.jpg,12,17,271,284,0,back
9702.jpg,178,214,901,658,0,unspecified
9703.jpg,30,36,734,240,0,right
9706.jpg,57,70,651,355,0,left_front
9708.jpg,42,61,433,288,0,left_front
9709.jpg,24,156,448,419,0,right_front
9710.jpg,24,71,611,423,0,left_front
9711.jpg,9,16,204,136,0,left_front
9713.jpg,15,67,398,253,0,right_front
9714.jpg,56,146,575,403,0,unspecified
9715.jpg,180,43,870,713,0,front
9716.jpg,49,59,591,273,0,unspecified
9717.jpg,130,169,1537,1156,0,right_front
9718.jpg,23,58,351,248,0,left_front
9719.jpg,82,95,416,268,0,right_back
9720.jpg,14,137,621,429,0,left_front
9721.jpg,37,137,997,602,0,left_front
9722.jpg,69,282,1197,785,0,right_front
9723.jpg,105,102,624,372,0,left_front
9724.jpg,19,55,244,160,0,right_front
9726.jpg,56,224,1210,662,0,right_front
9727.jpg,39,61,348,283,0,right_front
9728.jpg,16,29,180,119,0,left_back
9729.jpg,205,34,1333,864,0,unspecified
9731.jpg,23,34,190,96,1,left_front
9732.jpg,55,158,961,677,0,left_front
9734.jpg,40,43,988,701,0,left_front
9736.jpg,29,45,228,167,0,left_front
9737.jpg,43,30,247,147,0,left_front
9738.jpg,112,31,496,348,0,front
9741.jpg,42,77,573,431,0,right_front
9743.jpg,97,77,495,405,0,front
9744.jpg,123,35,487,297,0,front
9745.jpg,28,28,378,239,0,right_front
9746.jpg,22,101,380,235,0,right_front
9747.jpg,19,74,381,232,0,left_front
9748.jpg,79,165,744,556,0,back
9753.jpg,25,237,606,447,0,right
9754.jpg,43,237,515,445,0,right_front
9755.jpg,25,61,583,277,0,right_front
9756.jpg,19,114,620,426,0,left_front
9757.jpg,60,91,588,373,0,right_front
9759.jpg,65,132,1790,1150,0,right_front
9760.jpg,42,81,241,164,0,unspecified
9762.jpg,21,47,615,408,0,left_front
9766.jpg,211,73,645,352,0,unspecified
9767.jpg,73,97,587,375,0,left_front
9769.jpg,27,27,249,160,0,left_front
9771.jpg,59,172,593,359,0,right_front
9772.jpg,80,78,400,326,0,back
9774.jpg,194,364,1292,837,0,left_front
9775.jpg,237,435,1000,876,0,left_front
9777.jpg,20,56,419,265,1,left_back
9779.jpg,14,38,224,173,0,right_front
9780.jpg,41,71,488,309,0,left_front
9782.jpg,52,31,423,275,0,right_back
9784.jpg,39,201,1003,681,0,unspecified
9785.jpg,39,64,558,215,0,left
9787.jpg,28,155,860,403,0,right
9788.jpg,92,77,585,409,0,right_front
9790.jpg,7,52,130,129,0,left_front
9791.jpg,51,57,590,402,0,left_front
9792.jpg,22,24,378,170,1,left_front
9793.jpg,49,138,560,386,0,left_front
9795.jpg,70,164,905,698,0,left_front
9796.jpg,7,44,253,154,1,right_front
9798.jpg,55,72,410,239,0,left_front
9800.jpg,23,52,288,183,0,unspecified
9801.jpg,38,31,180,112,0,right_front
9802.jpg,23,27,611,426,0,right_front
9804.jpg,104,122,450,335,0,right_front
9806.jpg,56,40,195,160,0,front
9807.jpg,20,33,414,278,0,left_front
9808.jpg,84,107,496,254,0,left_front
9809.jpg,26,149,626,425,0,left_front
9810.jpg,65,66,386,270,0,left_front
9811.jpg,86,159,659,406,0,left_back
9813.jpg,35,42,274,154,0,left_front
9814.jpg,7,69,289,216,0,right_front
9815.jpg,27,124,732,521,0,left_front
9818.jpg,66,71,388,309,0,front
9820.jpg,26,181,879,562,0,right_front
9822.jpg,29,74,619,376,0,right_front
9823.jpg,48,9,610,247,0,left_front
9824.jpg,39,44,472,247,0,left_front
9825.jpg,19,184,886,722,0,right_back
9826.jpg,22,69,231,154,0,left_front
9827.jpg,114,67,553,371,0,front
9828.jpg,11,26,98,68,0,unspecified
9829.jpg,9,11,141,85,1,left_front
9830.jpg,15,83,561,422,0,left_front
9831.jpg,45,81,578,397,0,right_front
9833.jpg,44,20,1225,739,0,right_front
9837.jpg,127,49,552,331,0,right_front
9838.jpg,25,19,612,302,0,right_front
9839.jpg,42,158,496,355,0,right_front
9841.jpg,47,97,608,440,0,right_front
9842.jpg,15,25,239,182,0,left_front
9844.jpg,58,48,340,217,0,right_front
9845.jpg,37,334,1486,1120,0,left_front
9846.jpg,15,37,284,160,0,left_front
9847.jpg,10,62,252,149,0,left
9848.jpg,14,135,374,268,0,left_back
9849.jpg,82,133,974,665,0,left_front
9850.jpg,39,155,555,343,0,right_front
9851.jpg,21,243,617,422,0,left
9856.jpg,14,23,250,163,1,right_front
9857.jpg,111,92,645,435,0,right_front
9858.jpg,32,14,437,287,0,right_front
9859.jpg,25,62,555,330,0,right_front
9861.jpg,88,233,956,620,0,right_back
9862.jpg,87,129,758,358,0,right
9863.jpg,23,28,600,412,0,left_front
9864.jpg,82,109,450,300,0,left_front
9865.jpg,55,31,341,238,0,right_front
9866.jpg,79,49,555,421,0,back
9867.jpg,31,10,621,400,0,right_front
9868.jpg,188,282,1585,1157,0,left_front
9869.jpg,70,105,443,285,0,left_front
9870.jpg,36,103,589,325,0,left_front
9871.jpg,78,106,709,502,0,left_front
9872.jpg,43,69,608,452,0,left_front
9874.jpg,21,97,622,387,1,right
9875.jpg,143,91,556,370,0,unspecified
9876.jpg,72,94,577,397,0,left_front
9877.jpg,81,87,581,348,0,left_front
9880.jpg,124,43,955,406,1,left_back
9881.jpg,98,55,686,463,0,left_front
9883.jpg,30,36,452,237,0,right_front
9885.jpg,33,176,608,468,0,left_front
9886.jpg,65,65,268,180,0,right_front
9888.jpg,160,208,1465,1018,0,back
9889.jpg,23,104,447,306,0,right_front
9891.jpg,309,190,970,506,0,right_front
9892.jpg,11,104,293,185,0,right
9893.jpg,27,21,626,433,0,left_front
9896.jpg,81,171,582,452,0,right_front
9897.jpg,49,124,453,280,0,left
9898.jpg,11,77,267,180,0,unspecified
9900.jpg,114,11,542,414,0,front
9901.jpg,67,119,601,406,0,left_front
9903.jpg,20,103,602,354,0,left_front
9904.jpg,11,60,263,183,0,left_front
9905.jpg,64,202,898,574,0,left_front
9908.jpg,108,8,466,268,1,unspecified
9909.jpg,78,63,564,344,0,left_front
9910.jpg,21,34,251,171,0,right_front
9911.jpg,178,424,1828,1090,0,left_front
9912.jpg,43,51,232,144,0,left_front
9913.jpg,17,29,615,377,0,left_front
9914.jpg,223,160,1420,907,0,front
9915.jpg,17,34,231,163,0,left_front
9916.jpg,68,197,1238,721,0,left_front
9918.jpg,43,101,961,612,0,right_front
9920.jpg,25,44,608,292,0,right_back
9921.jpg,120,324,890,731,0,right_front
9922.jpg,47,34,429,258,0,left_front
9924.jpg,36,146,558,342,1,right_back
9925.jpg,55,95,600,410,0,left_front
